timestamp,cpu_usage
2025-06-20 10:02:03,11.065
2025-06-20 10:07:03,14.8149
2025-06-20 10:12:03,12.219
2025-06-20 10:17:03,20.1853
2025-06-20 10:22:03,12.4546
2025-06-20 10:27:03,6.6736
2025-06-20 10:32:03,15.9045
2025-06-20 10:37:03,16.0002
2025-06-20 10:42:03,22.6268
2025-06-20 10:47:03,18.0213
2025-06-20 10:52:03,18.4166
2025-06-20 10:57:03,17.4814
